chrom	start	end	hgnc_symbol	hgnc_id	region_type
chr3	113746250	113747249	NAA50	29533	promoter
chr3	113746035	113747034	ATP6V1A	851	promoter
chr3	113837788	113838787	GRAMD1C	25252	promoter
chr3	113947013	113948012	ZDHHC23	28654	promoter
chr3	114055737	114056736	QTRT2	25771	promoter
chr3	114056527	114057526	CCDC191	29272	promoter
chr3	114179053	114180052	DRD3	3024	promoter
chr3	114237579	114238578	ZNF80	13155	promoter
chr3	114293028	114294027	TIGIT	26838	promoter
chr3	115147289	115148288	ZBTB20	13503	promoter
chr3	115622510	115623509	GAP43	4140	promoter
chr3	116445488	116446487	LSAMP	6705	promoter
chr3	117997593	117998592	LINC03051	56330	promoter
chr3	119034847	119035846	IGSF11	16669	promoter
chr3	119145165	119146164	TEX55	26553	promoter
chr3	119172598	119173597	UPK1B	12578	promoter
chr3	119240879	119241878	B4GALT4	927	promoter
chr3	119293383	119294382	ARHGAP31	29216	promoter
chr3	119463616	119464615	TMEM39A	25600	promoter
chr3	119467963	119468962	POGLUT1	22954	promoter
chr3	119497547	119498546	TIMMDC1	1321	promoter
chr3	119559615	119560614	CD80	1700	promoter
chr3	119578492	119579491	ADPRH	269	promoter
chr3	119596885	119597884	PLA1A	17661	promoter
chr3	119660590	119661589	POPDC2	17648	promoter
chr3	119677407	119678406	COX17	2264	promoter
chr3	119702022	119703021	CFAP91	24010	promoter
chr3	119781101	119782100	NR1I2	7968	promoter
chr3	120094448	120095447	GSK3B	4617	promoter
chr3	120285223	120286222	GPR156	20844	promoter
chr3	120349355	120350354	LRRC58	26968	promoter
chr3	120450993	120451992	FSTL1	3972	promoter
chr3	120595336	120596335	NDUFB4	7699	promoter
chr3	120682240	120683239	HGD	4892	promoter
chr3	120741744	120742743	GTF2E1	4650	promoter
chr3	120742517	120743516	RABL3	18072	promoter
chr3	120907205	120908204	STXBP5L	30757	promoter
chr3	121545989	121546988	POLQ	9186	promoter
chr3	121566949	121567948	ARGFX	30146	promoter
chr3	121592379	121593378	FBXO40	29816	promoter
chr3	121660904	121661903	HCLS1	4844	promoter
chr3	121749742	121750741	GOLGB1	4429	promoter
chr3	121835061	121836060	IQCB1	28949	promoter
chr3	121834209	121835208	EAF2	23115	promoter
chr3	121893401	121894400	SLC15A2	10921	promoter
chr3	122022248	122023247	ILDR1	28741	promoter
chr3	122054362	122055361	CD86	1705	promoter
chr3	122182668	122183667	CASR	1514	promoter
chr3	122324248	122325247	CSTA	2481	promoter
chr3	122383232	122384231	MIX23	31136	promoter
chr3	122383182	122384181	FAM162A	17865	promoter
chr3	122416063	122417062	WDR5B	17826	promoter
chr3	122514940	122515939	KPNA1	6394	promoter
chr3	122563338	122564337	DTX3L	30323	promoter
chr3	122564301	122565300	PARP9	24118	promoter
chr3	122576650	122577649	PARP15	26876	promoter
chr3	122679839	122680838	PARP14	29232	promoter
chr3	122793832	122794831	HSPBAP1	16389	promoter
chr3	122794069	122795068	SLC49A4	16628	promoter
chr3	123027764	123028763	SEMA5B	10737	promoter
chr3	123066025	123067024	PDIA5	24811	promoter
chr3	123200943	123201942	SEC22A	20260	promoter
chr3	123449091	123450090	ADCY5	236	promoter
chr3	123585054	123586053	HACD2	9640	promoter
chr3	123884333	123885332	MYLK	7590	promoter
chr3	123961230	123962229	CCDC14	25766	promoter
chr3	123992125	123993124	ROPN1	17692	promoter
chr3	124032369	124033368	KALRN	4814	promoter
chr3	124729452	124730451	UMPS	12563	promoter
chr3	124887366	124888365	ITGB5	6160	promoter
chr3	124934752	124935751	MUC13	7511	promoter
chr3	125055998	125056997	HEG1	29227	promoter
chr3	125212749	125213748	SLC12A8	15595	promoter
chr3	125375326	125376325	ZNF148	12933	promoter
chr3	125520203	125521202	SNX4	11175	promoter
chr3	125595498	125596497	OSBPL11	16397	promoter
chr3	125968178	125969177	ROPN1B	31927	promoter
chr3	126084125	126085124	SLC41A3	31046	promoter
chr3	126180587	126181586	ALDH1L1	3978	promoter
chr3	126357409	126358408	KLF15	14536	promoter
chr3	126393909	126394908	CFAP100	26842	promoter
chr3	126475892	126476891	ZXDC	28160	promoter
chr3	126517774	126518773	UROC1	26444	promoter
chr3	126523155	126524154	CHST13	21755	promoter
chr3	126558933	126559932	C3orf22	28534	promoter
chr3	126655125	126656124	TXNRD3	20667	promoter
chr3	126703240	126704239	CHCHD6	28184	promoter
chr3	126982115	126983114	PLXNA1	9099	promoter
chr3	127192131	127193130	PRR23E	32481	promoter
chr3	127288047	127289046	PRR20G	53837	promoter
chr3	127597411	127598410	MCM2	6944	promoter
chr3	127590734	127591733	TPRA1	30413	promoter
chr3	127628185	127629184	PODXL2	17936	promoter
chr3	127671952	127672951	ABTB1	18275	promoter
chr3	127914232	127915231	KBTBD12	25731	promoter
chr3	128051437	128052436	SEC61A1	18276	promoter
chr3	127822516	127823515	MGLL	17038	promoter
chr3	128152481	128153480	EEFSEC	24614	promoter
chr3	128123813	128124812	RUVBL1	10474	promoter
chr3	128466891	128467890	DNAJB8	23699	promoter
chr3	128493202	128494201	GATA2	4171	promoter
chr3	128650819	128651818	RPN1	10381	promoter
chr3	128725183	128726182	RAB7A	9788	promoter
chr3	128878620	128879619	ACAD9	21497	promoter
chr3	129000304	129001303	EFCC1	25692	promoter
chr3	128994077	128995076	CFAP92	29231	promoter
chr3	129059779	129060778	GP9	4444	promoter
chr3	129121805	129122804	RAB43	19983	promoter
chr3	129161064	129162063	ISY1	29201	promoter
chr3	129183897	129184896	CNBP	13164	promoter
chr3	129248606	129249605	COPG1	2236	promoter
chr3	129277870	129278869	HMCES	24446	promoter
chr3	129316287	129317286	H1-10	4722	promoter
chr3	129428637	129429636	EFCAB12	28061	promoter
chr3	129439224	129440223	IFT122	13556	promoter
chr3	129439949	129440948	MBD4	6919	promoter
chr3	129527639	129528638	RHO	10012	promoter
chr3	129542175	129543174	H1-8	18463	promoter
chr3	129606677	129607676	PLXND1	9107	promoter
chr3	129893712	129894711	TMCC1	29116	promoter
chr3	129973720	129974719	TRH	12298	promoter
chr3	130080831	130081830	ALG1L2	37258	promoter
chr3	130344672	130345671	COL6A5	26674	promoter
chr3	130516177	130517176	COL6A6	27023	promoter
chr3	130746830	130747829	PIK3R4	8982	promoter
chr3	130893084	130894083	ATP2C1	13211	promoter
chr3	131025877	131026876	NEK11	18593	promoter
chr3	131026826	131027825	ASTE1	25021	promoter
chr3	131380774	131381773	NUDT16	26442	promoter
chr3	131502972	131503971	MRPL3	10379	promoter
chr3	132035015	132036014	CPNE4	2317	promoter
chr3	132316407	132317406	ACP3	125	promoter
chr3	132416502	132417501	DNAJC13	30343	promoter
chr3	132596270	132597269	ACKR4	1611	promoter
chr3	132659329	132660328	UBA5	23230	promoter
chr3	132659810	132660809	ACAD11	30211	promoter
chr3	132722410	132723409	NPHP3	7907	promoter
chr3	133037391	133038390	TMEM108	28451	promoter
chr3	133399056	133400055	BFSP2	1041	promoter
chr3	133572686	133573685	CDV3	26928	promoter
chr3	133661942	133662941	TOPBP1	17008	promoter
chr3	133745393	133746392	TF	11740	promoter
chr3	133804815	133805814	SRPRB	24085	promoter
chr3	133895883	133896882	RAB6B	14902	promoter
chr3	134029926	134030925	SLCO2A1	10955	promoter
chr3	134250860	134251859	RYK	10481	promoter
chr3	134374448	134375447	AMOTL2	17812	promoter
chr3	134485057	134486056	CEP63	25815	promoter
chr3	134485986	134486985	ANAPC13	24540	promoter
chr3	134651023	134652022	KY	26576	promoter
chr3	134794260	134795259	EPHB1	3392	promoter
chr3	135964728	135965727	PPP2R3A	9307	promoter
chr3	136196336	136197335	MSL2	25544	promoter
chr3	136249340	136250339	PCCB	8654	promoter
chr3	136752379	136753378	STAG1	11354	promoter
chr3	136818126	136819125	SLC35G2	28480	promoter
chr3	136861208	136862207	NCK1	7664	promoter
chr3	136956983	136957982	IL20RB	6004	promoter
chr3	137763315	137764314	SOX14	11193	promoter
chr3	138009165	138010164	CLDN18	2039	promoter
chr3	138115609	138116608	DZIP1L	26551	promoter
chr3	138132391	138133390	A4GNT	17968	promoter
chr3	138174922	138175921	DBR1	15594	promoter
chr3	138186301	138187300	ARMC8	24999	promoter
chr3	138329852	138330851	NME9	21343	promoter
chr3	138347579	138348578	MRAS	7227	promoter
chr3	138433616	138434615	ESYT3	24295	promoter
chr3	138594261	138595260	CEP70	29972	promoter
chr3	138607771	138608770	FAIM	18703	promoter
chr3	138834929	138835928	PIK3CB	8976	promoter
chr3	138947138	138948137	FOXL2	1092	promoter
chr3	138946217	138947216	FOXL2NB	34428	promoter
chr3	139343020	139344019	MRPS22	14508	promoter
chr3	139006269	139007268	PRR23A	37172	promoter
chr3	139020927	139021926	PRR23B	33764	promoter
chr3	139044893	139045892	PRR23C	37173	promoter
chr3	139389648	139390647	COPB2	2232	promoter
chr3	139476517	139477516	RBP2	9920	promoter
chr3	139539743	139540742	RBP1	9919	promoter
chr3	139677973	139678972	NMNAT3	20989	promoter
chr3	139934185	139935184	CLSTN2	17448	promoter
chr3	140677064	140678063	TRIM42	19014	promoter
chr3	140940836	140941835	SLC25A36	25554	promoter
chr3	141050347	141051346	SPSB4	30630	promoter
chr3	141230825	141231824	PXYLP1	26303	promoter
chr3	141367504	141368503	ZBTB38	26636	promoter
chr3	141486027	141487026	RASA2	9872	promoter
chr3	141737298	141738297	RNF7	10070	promoter
chr3	141762408	141763407	GRK7	17031	promoter
chr3	141875643	141876642	ATP1B3	806	promoter
chr3	142149545	142150544	TFDP2	11751	promoter
chr3	142225586	142226585	GK5	28635	promoter
chr3	142448038	142449037	XRN1	30654	promoter
chr3	142578734	142579733	ATR	882	promoter
chr3	142595393	142596392	PLS1	9090	promoter
chr3	142723034	142724033	TRPC1	12333	promoter
chr3	142889084	142890083	PCOLCE2	8739	promoter
chr3	142963675	142964674	PAQR9	30131	promoter
chr3	143000570	143001569	U2SURP	30855	promoter
chr3	143118771	143119770	CHST2	1970	promoter
chr3	143848469	143849468	SLC9A9	20653	promoter
chr3	143970823	143971822	DIPK2A	28490	promoter
chr3	146161185	146162184	PLOD2	9082	promoter
chr3	146251106	146252105	PLSCR4	16497	promoter
chr3	146469562	146470561	PLSCR2	16494	promoter
chr3	146544608	146545607	PLSCR1	9092	promoter
chr3	146605347	146606346	PLSCR5	19952	promoter
chr3	147408365	147409364	ZIC1	12872	promoter
chr3	147406544	147407543	ZIC4	20393	promoter
chr3	148696903	148697902	AGTR1	336	promoter
chr3	148826811	148827810	CPB1	2299	promoter
chr3	148864296	148865295	CPA3	2298	promoter
chr3	148990540	148991539	GYG1	4699	promoter
chr3	149086534	149087533	HLTF	11099	promoter
chr3	149128638	149129637	HPS3	15597	promoter
chr3	149221830	149222829	CP	2295	promoter
chr3	149333637	149334636	TM4SF18	25181	promoter
chr3	149377650	149378649	TM4SF1	11853	promoter
chr3	149473697	149474696	TM4SF4	11856	promoter
chr3	149658026	149659025	WWTR1	24042	promoter
chr3	149752490	149753489	COMMD2	24993	promoter
chr3	149812215	149813214	RNF13	10057	promoter
chr3	149792555	149793554	ANKUB1	29642	promoter
chr3	149970896	149971895	PFN2	8882	promoter
chr3	150407298	150408297	TSC22D2	29095	promoter
chr3	150545787	150546786	EIF2A	3254	promoter
chr3	150602321	150603320	SELENOT	18136	promoter
chr3	150546497	150547496	SERP1	10759	promoter
chr3	150703921	150704920	ERICH6	28602	promoter
chr3	150763170	150764169	SIAH2	10858	promoter
chr3	150905440	150906439	MINDY4B	35475	promoter
chr3	150972728	150973727	CLRN1	12605	promoter
chr3	151084664	151085663	MED12L	16050	promoter
chr3	151203217	151204216	GPR171	30057	promoter
chr3	151278543	151279542	P2RY14	16442	promoter
chr3	151316821	151317820	GPR87	4538	promoter
chr3	151329550	151330549	P2RY13	4537	promoter
chr3	151384754	151385753	P2RY12	18124	promoter
chr3	151461062	151462061	IGSF10	26384	promoter
chr3	151732927	151733926	AADACL2	24427	promoter
chr3	151813116	151814115	AADAC	17	promoter
chr3	151872643	151873642	SUCNR1	4542	promoter
chr3	152267929	152268928	MBNL1	6923	promoter
chr3	152834131	152835130	P2RY1	8539	promoter
chr3	153161226	153162225	RAP2B	9862	promoter
chr3	154120390	154121389	ARHGEF26	24490	promoter
chr3	154324488	154325487	DHX36	14410	promoter
chr3	154430191	154431190	GPR149	23627	promoter
chr3	155079319	155080318	MME	7154	promoter
chr3	155293684	155294683	STRIT1	52297	promoter
chr3	155745072	155746071	PLCH1	29185	promoter
chr3	155806279	155807278	C3orf33	26434	promoter
chr3	155854428	155855427	SLC33A1	95	promoter
chr3	155869650	155870649	GMPS	4378	promoter
chr3	156119578	156120577	KCNAB1	6228	promoter
chr3	156555118	156556117	SSR3	11325	promoter
chr3	156673590	156674589	TIPARP	23696	promoter
chr3	156825353	156826352	LEKR1	33765	promoter
chr3	157160148	157161147	CCNL1	20569	promoter
chr3	157435850	157436849	PTX3	9692	promoter
chr3	157503417	157504416	VEPH1	25735	promoter
chr3	158109089	158110088	RSRC1	24152	promoter
chr3	158106421	158107420	SHOX2	10854	promoter
chr3	158570194	158571193	MLF1	7125	promoter
chr3	158643527	158644526	GFM1	13780	promoter
chr3	158672649	158673648	LXN	13347	promoter
chr3	158801054	158802053	MFSD1	25874	promoter
chr3	158732458	158733457	RARRES1	9867	promoter
chr3	159068319	159069318	IQCJ	32406	promoter
chr3	159272244	159273243	SCHIP1	15678	promoter
chr3	159987835	159988834	IL12A	5969	promoter
chr3	160224422	160225421	C3orf80	40048	promoter
chr3	160398650	160399649	SMC4	14013	promoter
chr3	160399226	160400225	IFT80	29262	promoter
chr3	160449787	160450786	TRIM59	30834	promoter
chr3	160565572	160566571	KPNA4	6397	promoter
chr3	160676160	160677159	ARL14	22974	promoter
chr3	160755231	160756230	PPM1L	16381	promoter
chr3	161220311	161221310	NMD3	24250	promoter
chr3	161105350	161106349	B3GALNT1	918	promoter
chr3	161371518	161372517	SPTSSB	24045	promoter
chr3	161495808	161496807	OTOL1	34071	promoter
chr3	165078497	165079496	SI	10856	promoter
chr3	165196385	165197384	SLITRK3	23501	promoter
chr3	165837424	165838423	BCHE	983	promoter
chr3	167380298	167381297	ZBBX	26245	promoter
chr3	167474043	167475042	SERPINI2	8945	promoter
chr3	167653943	167654942	WDR49	26587	promoter
chr3	167734893	167735892	PDCD10	8761	promoter
chr3	167734721	167735720	SERPINI1	8943	promoter
chr3	168095925	168096924	GOLIM4	15448	promoter
chr3	169663713	169664712	MECOM	3498	promoter
chr3	169769562	169770561	ACTRT3	24022	promoter
chr3	169772396	169773395	MYNN	14955	promoter
chr3	169811870	169812869	LRRIQ4	34298	promoter
chr3	169812905	169813904	LRRC34	28408	promoter
chr3	169869936	169870935	LRRC31	26261	promoter
chr3	169910572	169911571	SAMD7	25394	promoter
chr3	169965807	169966806	SEC62	11846	promoter
chr3	170036995	170037994	GPR160	23693	promoter
chr3	170181734	170182733	PHC3	15682	promoter
chr3	170221424	170222423	PRKCI	9404	promoter
chr3	170356715	170357714	SKIL	10897	promoter
chr3	170417868	170418867	CLDN11	8514	promoter
chr3	170586076	170587075	SLC7A14	29326	promoter
chr3	170870196	170871195	RPL22L1	27610	promoter
chr3	170908638	170909637	EIF5A2	3301	promoter
chr3	171026721	171027720	SLC2A2	11006	promoter
chr3	171460406	171461405	TNIK	30765	promoter
chr3	171810484	171811483	PLD1	9067	promoter
chr3	171842349	171843348	TMEM212	34295	promoter
chr3	172038578	172039577	FNDC3B	24670	promoter
chr3	172448457	172449456	GHSR	4267	promoter
chr3	172523431	172524430	TNFSF10	11925	promoter
chr3	172711068	172712067	NCEH1	29260	promoter
chr3	172749726	172750725	ECT2	3155	promoter
chr3	173141236	173142235	SPATA16	29935	promoter
chr3	173396744	173397743	NLGN1	14291	promoter
chr3	174858334	174859333	NAALADL2	23219	promoter
chr3	177197483	177198482	TBL1XR1	29529	promoter
chr3	178535436	178536435	KCNMB2	6286	promoter
chr3	179071810	179072809	ZMAT3	29983	promoter
chr3	179147357	179148356	PIK3CA	8975	promoter
chr3	179251115	179252114	KCNMB3	6287	promoter
chr3	179322031	179323030	ZNF639	30950	promoter
chr3	179346709	179347708	MFN1	18262	promoter
chr3	179451471	179452470	GNB4	20731	promoter
chr3	179561926	179562925	ACTL6A	24124	promoter
chr3	179604639	179605638	MRPL47	16652	promoter
chr3	179603794	179604793	NDUFB5	7700	promoter
chr3	179652040	179653039	USP13	12611	promoter
chr3	180036938	180037937	PEX5L	30024	promoter
chr3	180601163	180602162	TTC14	24697	promoter
chr3	180679490	180680489	CCDC39	25244	promoter
chr3	180911670	180912669	FXR1	4023	promoter
chr3	180989737	180990736	DNAJC19	30528	promoter
chr3	181710925	181711924	SOX2	11195	promoter
chr3	182792504	182793503	ATP11B	13553	promoter
chr3	182980539	182981538	DCUN1D1	18184	promoter
chr3	183099497	183100496	MCCC1	6936	promoter
chr3	183162735	183163734	LAMP3	14582	promoter
chr3	183252253	183253252	B3GNT5	15684	promoter
chr3	183428620	183429619	MCF2L2	30319	promoter
chr3	183555707	183556706	KLHL6	18653	promoter
chr3	183634623	183635622	KLHL24	25947	promoter
chr3	183696797	183697796	YEATS2	25489	promoter
chr3	183825578	183826577	MAP6D1	25753	promoter
chr3	183884881	183885880	PARL	18253	promoter
chr3	184017885	184018884	ABCC5	56	promoter
chr3	184030742	184031741	HTR3D	24004	promoter
chr3	184052047	184053046	HTR3C	24003	promoter
chr3	184096064	184097063	HTR3E	24005	promoter
chr3	184134358	184135357	EIF2B5	3261	promoter
chr3	184154377	184155376	DVL3	3087	promoter
chr3	184173855	184174854	AP2M1	564	promoter
chr3	184185199	184186198	ABCF3	72	promoter
chr3	184228585	184229584	VWA5B2	25144	promoter
chr3	184248963	184249962	ALG3	23056	promoter
chr3	184248672	184249671	EEF1AKMT4	53611	promoter
chr3	184261554	184262553	CAMK2N2	24197	promoter
chr3	184275022	184276021	ECE2	13275	promoter
chr3	184298241	184299240	PSMD2	9559	promoter
chr3	184313606	184314605	EIF4G1	3296	promoter
chr3	184336600	184337599	FAM131A	28308	promoter
chr3	184361606	184362605	CLCN2	2020	promoter
chr3	184360710	184361709	POLR2H	9195	promoter
chr3	184379054	184380053	CHRD	1949	promoter
chr3	184378208	184379207	THPO	11795	promoter
chr3	184560785	184561784	EPHB3	3394	promoter
chr3	184712065	184713064	MAGEF1	29639	promoter
chr3	184811166	184812165	VPS8	29122	promoter
chr3	185153061	185154060	C3orf70	33731	promoter
chr3	185254050	185255049	EHHADH	3247	promoter
chr3	185362136	185363135	MAP3K13	6852	promoter
chr3	185499036	185500035	TMEM41A	30544	promoter
chr3	185552589	185553588	LIPH	18483	promoter
chr3	185585295	185586294	SENP2	23116	promoter
chr3	185825043	185826042	IGF2BP2	28867	promoter
chr3	185938015	185939014	TRA2B	10781	promoter
chr3	186109090	186110089	ETV5	3494	promoter
chr3	186362235	186363234	DGKG	2853	promoter
chr3	186544381	186545380	CRYGS	2417	promoter
chr3	186569720	186570719	DNAJB11	14889	promoter
chr3	186567340	186568339	TBCCD1	25546	promoter
chr3	186612060	186613059	AHSG	349	promoter
chr3	186639399	186640398	FETUB	3658	promoter
chr3	186665014	186666013	HRG	5181	promoter
chr3	186716359	186717358	KNG1	6383	promoter
chr3	186782577	186783576	EIF4A2	3284	promoter
chr3	186806483	186807482	RFC4	9972	promoter
chr3	186841710	186842709	ADIPOQ	13633	promoter
chr3	186929526	186930525	ST6GAL1	10860	promoter
chr3	187139497	187140496	RPL39L	17094	promoter
chr3	187196486	187197485	RTP1	28580	promoter
chr3	187291738	187292737	MASP1	6901	promoter
chr3	187367385	187368384	RTP4	23992	promoter
chr3	187670395	187671394	SST	11329	promoter
chr3	187702558	187703557	RTP2	32486	promoter
chr3	187745469	187746468	BCL6	1001	promoter
chr3	188153157	188154156	LPP	6679	promoter
chr3	189170971	189171970	TPRG1	24759	promoter
chr3	189630389	189631388	TP63	15979	promoter
chr3	190120898	190121897	P3H2	19317	promoter
chr3	190322447	190323446	CLDN1	2032	promoter
chr3	190387163	190388162	CLDN16	2037	promoter
chr3	190449902	190450901	TMEM207	33705	promoter
chr3	190513085	190514084	IL1RAP	5995	promoter
chr3	190862695	190863694	GMNC	40049	promoter
chr3	191198241	191199240	OSTN	29961	promoter
chr3	191328394	191329393	CCDC50	18111	promoter
chr3	191330527	191331526	UTS2B	30894	promoter
chr3	191460163	191461162	PYDC2	33512	promoter
chr3	192727542	192728541	FGF12	3668	promoter
chr3	192917857	192918856	MB21D2	30438	promoter
chr3	193240222	193241221	PLAAT1	14922	promoter
chr3	193378754	193379753	ATP13A5	31789	promoter
chr3	193554896	193555895	ATP13A4	25422	promoter
chr3	193592208	193593207	OPA1	8140	promoter
chr3	194135148	194136147	HES1	5192	promoter
chr3	194351329	194352328	CPN2	2313	promoter
chr3	194369744	194370743	LRRC15	20818	promoter
chr3	194399267	194400266	GP5	4443	promoter
chr3	194487003	194488002	ATP13A3	24113	promoter
chr3	194633420	194634419	TMEM44	25120	promoter
chr3	194672192	194673191	LSG1	25652	promoter
chr3	194684883	194685882	FAM43A	26888	promoter
chr3	195271160	195272159	XXYLT1	26639	promoter
chr3	195443021	195444020	ACAP2	16469	promoter
chr3	195543326	195544325	PPP1R2	9288	promoter
chr3	195583941	195584940	APOD	612	promoter
chr3	195719978	195720977	MUC20	23282	promoter
chr3	195811930	195812929	MUC4	7514	promoter
chr3	195908552	195909551	TNK2	19297	promoter
chr3	196082091	196083090	TFRC	11763	promoter
chr3	196211401	196212400	ZDHHC19	20713	promoter
chr3	196215534	196216533	SLC51A	29955	promoter
chr3	196287727	196288726	PCYT1A	8754	promoter
chr3	196318241	196319240	DYNLT2B	28482	promoter
chr3	196338389	196339388	TM4SF19	25167	promoter
chr3	196432428	196433427	UBXN7	29119	promoter
chr3	196503769	196504768	RNF168	26661	promoter
chr3	196515347	196516346	SMCO1	27407	promoter
chr3	196567660	196568659	FBXO45	29148	promoter
chr3	196568555	196569554	WDR53	28786	promoter
chr3	196638694	196639693	NRROS	24613	promoter
chr3	196711377	196712376	PIGX	26046	promoter
chr3	196712251	196713250	CEP19	28209	promoter
chr3	196738857	196739856	PAK2	8591	promoter
chr3	196866920	196867919	SENP5	28407	promoter
chr3	196942529	196943528	NCBP2	7659	promoter
chr3	196941674	196942673	NCBP2AS2	25121	promoter
chr3	196968834	196969833	PIGZ	30596	promoter
chr3	197029818	197030817	MELTF	7037	promoter
chr3	197298613	197299612	DLG1	2900	promoter
chr3	197555969	197556968	BDH1	1027	promoter
chr3	197748883	197749882	FYTTD1	25407	promoter
chr3	197736905	197737904	RUBCN	28991	promoter
chr3	197790254	197791253	LRCH3	28637	promoter
chr3	197949190	197950189	RPL35A	10345	promoter
chr3	197959992	197960991	IQCG	25251	promoter
chr3	197959217	197960216	LMLN	15991	promoter
chr4	52321	53320	ZNF595	27196	promoter
chr4	123501	124500	ZNF718	26889	promoter
chr4	305475	306474	ZNF732	37138	promoter
chr4	336814	337813	ZNF141	12926	promoter
chr4	499157	500156	ZNF721	29425	promoter
chr4	498210	499209	PIGG	25985	promoter
chr4	576296	577295	TMEM271	53639	promoter
chr4	624573	625572	PDE6B	8786	promoter
chr4	673542	674541	MYL5	7586	promoter
chr4	674277	675276	ATP5ME	846	promoter
chr4	689152	690151	SLC49A3	26177	promoter
chr4	704832	705831	PCGF3	10066	promoter
chr4	826130	827129	CPLX1	2309	promoter
chr4	932317	933316	GAK	4113	promoter
chr4	931460	932459	TMEM175	28709	promoter
chr4	973570	974569	DGKQ	2856	promoter
chr4	986044	987043	IDUA	5391	promoter
chr4	993405	994404	SLC26A1	10993	promoter
chr4	1010626	1011625	FGFRL1	3693	promoter
chr4	1113565	1114564	RNF212	27729	promoter
chr4	1172584	1173583	SPON2	11253	promoter
chr4	1249131	1250130	CTBP1	2494	promoter
chr4	1288891	1289890	MAEA	13731	promoter
chr4	1346208	1347207	UVSSA	29304	promoter
chr4	1406443	1407442	NKX1-1	24975	promoter
chr4	1684314	1685313	FAM53A	31860	promoter
chr4	1712320	1713319	SLBP	10904	promoter
chr4	1720521	1721520	TACC3	11524	promoter
chr4	1721324	1722323	TMEM129	25137	promoter
chr4	1792293	1793292	FGFR3	3690	promoter
chr4	1856157	1857156	LETM1	6556	promoter
chr4	1870393	1871392	NSD2	12766	promoter
chr4	2008975	2009974	NELFA	12768	promoter
chr4	2040995	2041994	NICOL1	34437	promoter
chr4	2058327	2059326	NAT8L	26742	promoter
chr4	2242122	2243121	POLN	18870	promoter
chr4	2242122	2243121	HAUS3	28719	promoter
chr4	2262110	2263109	MXD4	13906	promoter
chr4	2418646	2419645	ZFYVE28	29334	promoter
chr4	2417955	2418954	CFAP99	51180	promoter
chr4	2468106	2469105	RNF4	10067	promoter
chr4	2535647	2536646	FAM193A	16822	promoter
chr4	2756337	2757336	TNIP2	19118	promoter
chr4	2792085	2793084	SH3BP2	10825	promoter
chr4	2842844	2843843	ADD1	243	promoter
chr4	2934826	2935825	MFSD10	16894	promoter
chr4	2963407	2964406	NOP14	16821	promoter
chr4	2962571	2963570	GRK4	4543	promoter
chr4	3073681	3074680	HTT	4851	promoter
chr4	3248159	3249158	MSANTD1	33741	promoter
chr4	3292021	3293020	RGS12	9994	promoter
chr4	3440968	3441967	HGFAC	4894	promoter
chr4	3462306	3463305	DOK7	26594	promoter
chr4	3532423	3533422	LRPAP1	6701	promoter
chr4	3765385	3766384	ADRA2C	283	promoter
chr4	4226930	4227929	OTOP1	19656	promoter
chr4	4248224	4249223	TMEM128	28201	promoter
chr4	4290155	4291154	LYAR	26021	promoter
chr4	4289251	4290250	ZBTB49	19883	promoter
chr4	4386102	4387101	NSG1	18790	promoter
chr4	4542049	4543048	STX18	15942	promoter
chr4	4858665	4859664	MSX1	7391	promoter
chr4	5019459	5020458	CYTL1	24435	promoter
chr4	5050480	5051479	STK32B	14217	promoter
chr4	5708560	5709559	EVC2	19747	promoter
chr4	5710201	5711200	EVC	3497	promoter
chr4	5893087	5894086	CRMP1	2365	promoter
chr4	6018432	6019431	C4orf50	33766	promoter
chr4	6200550	6201549	JAKMIP1	26460	promoter
chr4	6268850	6269849	WFS1	12762	promoter
chr4	6472615	6473614	PPP2R2C	9306	promoter
chr4	6574189	6575188	MAN2B2	29623	promoter
chr4	6639685	6640684	MRFAP1	24549	promoter
chr4	6673075	6674074	MRFAP1L2	25109	promoter
chr4	6692878	6693877	S100P	10504	promoter
chr4	6709866	6710865	MRFAP1L1	28796	promoter
chr4	6715174	6716173	BLOC1S4	24206	promoter
chr4	6781727	6782726	KIAA0232	28992	promoter
chr4	6908826	6909825	TBC1D14	29246	promoter
chr4	7042372	7043371	TADA2B	30781	promoter
chr4	7043002	7044001	CFAP184	26900	promoter
chr4	7068065	7069064	GRPEL1	19696	promoter
chr4	7191538	7192537	SORCS2	16698	promoter
chr4	7434931	7435930	PSAPL1	33131	promoter
chr4	7939862	7940861	AFAP1	24017	promoter
chr4	8158814	8159813	ABLIM2	19195	promoter
chr4	8198290	8199289	SH3TC1	26009	promoter
chr4	8268754	8269753	HTRA3	30406	promoter
chr4	8439777	8440776	TRMT44	26653	promoter
chr4	8440724	8441723	ACOX3	121	promoter
chr4	8579392	8580391	GPR78	4528	promoter
chr4	8591765	8592764	CPZ	2333	promoter
chr4	8871840	8872839	HMX1	5017	promoter
chr4	9169409	9170408	FAM90A26	43746	promoter
chr4	9209657	9210656	USP17L10	44438	promoter
chr4	9214405	9215404	USP17L11	44439	promoter
chr4	9219152	9220151	USP17L12	44440	promoter
chr4	9223896	9224895	USP17L13	44441	promoter
chr4	9233385	9234384	USP17L15	44443	promoter
chr4	9242879	9243878	USP17L17	44445	promoter
chr4	9247630	9248629	USP17L18	44446	promoter
chr4	9252378	9253377	USP17L19	44447	promoter
